VANID	AGE	PCT_C	PCT_P	PCT_J	PCT_M	FN_HISP	LN_HISP	FL_HISP	BG_SEG	PCT_SD2	PCT_LD2	REG_DAYS	CD1	CD2	CD3	CD4	CD5	CD6	CD7	CD8	CD9	CD10	VF1	VF2	VF3	VF4	VF5	VF6	VF7	VF8	VF9	VF10	VF11	VF12	VF13	VF14	VF15	VF16	VF17	VF18	VF19	VF20	VF21	VF22	VF23	VF24	VF25	VF26	VF27	VF28	VF29	VF30	VF31	VF32	VF33	VF34	VF35	VF36	VF37	VF38	VF39	VF40	VF41	VF42	VF43	VF44	VF45	VF46	VF47	VF48	VF49	VF50	GPELIG	PPELIG	MPELIG	EPELIG	C04	C06	PP08D	PP08R	set_no	set_no2	dv	pv	gd_Aw	gd_2w	sd_Aw	sd_2w	pad	pmd	pff	rbe	rbw	hrbe	hrbm	hrbl	lpsd2	lpld2	v08	sd2_sc1	sd2_Sc2	sd2_sc3	v08_Score
4	81	0	14	58	0	7.4	.3	3.9	27	96.6	92.3	8790	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	62.5	37.5	20	42.9	0	0	0	0	1	91	Y	Y	Y	Y	Y	Y	 	Y	N	N	Y	 	 	 	Y	Y	Y	89.6	89.6	89.6	93
1	90	0	0	0	0	37.3	1.4	19.4	15.1	80.5	62.7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	100	62.5	80	81	0	0	0	1	2	65	Y	Y	N	 	 	 	 	 	 	 	 	Y	N	N	 	N	Y	81.4	85.1	83.2	98
1	56	0	0	0	0	4.3	0	4.3	14.2	67.8	46.5	7597	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	37.5	0	0	14.3	0	0	0	0	2	90	Y	Y	N	 	N	 	 	 	Y	N	N	 	 	 	 	 	Y	80.6	74.6	77.6	91
1	68	0	0	0	0	1.8	0	1.8	0	85.6	67.6	6600	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	100	87.5	80	90.5	0	0	1	0	1	34	Y	Y	Y	Y	Y	Y	Y	Y	N	N	N	N	Y	N	Y	Y	Y	65.8	77.9	71.9	97
2	49	0	0	0	0	1.2	.3	.8	31.5	65.1	53.6	5070	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	87.5	37.5	60	61.9	0	0	0	1	2	99	Y	Y	N	N	N	N	 	 	Y	Y	Y	N	N	Y	 	N	Y	65.2	66.3	65.7	96
9	49	0	0	0	0	0	0	0	13.8	71.4	53.4	3705	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	85.7	100	75	88.2	0	0	0	1	1	78	Y	Y	N	N	N	N	 	N	N	Y	Y	Y	N	N	 	N	Y	76.3	81	78.6	97
1	49	0	0	0	0	0	.4	.4	7.2	46.9	34.2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	62.5	50	80	61.9	0	0	0	0	1	75	Y	Y	N	N	N	 	 	 	Y	Y	Y	 	 	 	 	N	Y	51.2	52.7	52	89
3	83	0	0	0	0	14.7	0	14.7	26.6	62.4	54	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	100	87.5	60	85.7	0	0	0	1	1	38	Y	Y	 	 	 	 	 	 	 	 	 	 	 	 	N	N	Y	53.3	50.2	51.7	99
4	50	0	0	0	0	8.3	.6	4.5	26.9	58.4	57	7604	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	100	37.5	40	61.9	0	0	0	1	2	94	Y	Y	N	 	N	 	 	N	N	N	N	 	 	 	 	N	Y	78.6	57.5	68	97
4	48	0	0	0	0	3.9	0	3.9	41.8	79.2	66.2	6980	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	100	62.5	40	71.4	0	0	0	0	1	97	Y	Y	N	 	Y	Y	 	Y	N	N	N	N	N	Y	 	Y	Y	82.5	77.5	80	76
1	57	0	0	0	0	1.1	0	1.1	12.3	74.4	57.3	9521	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	100	87.5	60	85.7	0	0	1	0	2	89	Y	Y	Y	Y	Y	Y	 	Y	N	Y	Y	Y	N	N	Y	Y	Y	64.1	65.6	64.9	95
1	60	0	0	0	0	0	.6	.6	13.4	65	51.5	8797	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	100	50	40	66.7	0	0	1	0	1	70	Y	Y	N	 	Y	Y	 	 	Y	N	N	N	N	Y	 	 	Y	56.4	64.8	60.6	97
4	76	0	0	0	0	1.8	.6	1.2	23.2	58.4	57	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100	50	60	71.4	0	0	0	1	2	7	Y	Y	 	 	N	N	 	 	 	N	N	 	 	 	N	N	Y	44.2	45.2	44.7	99
1	60	0	0	0	0	2.3	0	2.3	9.3	61.4	51.3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	100	100	80	95.2	0	0	1	0	2	7	Y	Y	Y	Y	Y	Y	 	Y	N	Y	Y	Y	N	N	Y	Y	Y	52.6	50.2	51.4	99
1	82	0	0	0	0	20	0	20	14.7	57	46.3	3821	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	85.7	14.3	0	38.9	0	0	0	0	2	65	Y	Y	N	 	N	 	 	 	 	 	 	 	 	 	 	N	Y	52.3	54.9	53.6	95
4	73	0	0	0	0	3	0	3	24	71.9	66.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	87.5	62.5	60	71.4	0	0	1	0	2	12	Y	Y	Y	Y	Y	Y	 	Y	N	N	Y	 	 	 	 	Y	Y	69.3	65.3	67.3	99
7	60	0	0	0	0	2.5	0	2.5	3.3	62.5	50.1	9162	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	50	50	40	47.6	0	0	0	0	2	6	Y	Y	Y	Y	Y	Y	 	Y	N	N	N	 	 	 	 	Y	Y	83.3	77.1	80.2	82
1	85	0	0	0	0	5.1	.4	2.8	15.1	71.4	51.4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	87.5	75	80	81	0	0	0	0	2	95	Y	Y	N	N	Y	Y	 	 	 	N	N	N	Y	N	 	N	Y	58.6	58.5	58.6	97
1	65	0	0	0	0	1.8	.4	1.1	13.2	76	54.1	6386	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	75	12.5	0	33.3	0	0	0	0	2	9	Y	Y	N	N	N	N	 	N	N	N	Y	 	 	 	 	N	Y	79	76.9	78	84
9	65	0	14.7	0	0	.4	1.3	.9	15.2	57.5	50	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100	62.5	80	81	0	0	1	0	1	65	Y	Y	N	 	N	 	 	 	Y	N	N	N	Y	N	 	Y	Y	43.5	45.2	44.4	99
1	50	0	0	0	0	3	.4	1.7	13.4	64.9	51.3	5150	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	50	12.5	40	33.3	0	0	0	0	2	85	Y	Y	Y	Y	Y	Y	 	Y	N	N	N	 	 	 	Y	Y	Y	72	74.9	73.5	93
1	60	0	13	0	0	1.7	0	1.7	12.8	71.4	51.4	7352	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12.5	0	0	4.8	0	0	0	0	1	15	Y	Y	Y	Y	Y	Y	 	Y	N	 	 	 	 	 	 	Y	N	93.9	82.3	88.1	87
5	41	0	14.8	0	0	4.6	.2	2.4	0	70.4	51.6	5273	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	100	12.5	0	42.9	0	0	0	0	1	91	Y	Y	N	N	N	 	 	N	N	N	N	 	 	 	 	 	Y	70.3	68	69.2	77
1	68	0	16.2	0	0	15.9	0	15.9	10	62.7	49	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	100	100	80	95.2	0	0	0	0	2	37	Y	Y	N	 	Y	Y	 	 	Y	N	N	N	Y	N	 	Y	Y	50.8	57.5	54.2	94
2	51	0	0	0	0	5.5	.3	2.9	19.2	80.1	62.8	7297	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	100	87.5	80	90.5	0	0	0	1	1	16	Y	Y	N	 	N	 	 	 	Y	N	N	 	 	 	 	N	Y	72.2	76.1	74.1	99
4	41	0	0	0	0	0	.8	.8	0	77.9	58.7	7492	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	75	12.5	20	38.1	0	0	0	1	2	37	Y	Y	N	N	N	N	N	N	N	N	Y	N	Y	N	 	N	Y	82.7	87.2	84.9	98
1	70	0	11.3	0	0	2.5	0	2.5	12.2	70.7	55.5	8336	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100	100	80	95.2	0	0	1	0	1	43	Y	Y	Y	Y	Y	Y	Y	Y	N	N	Y	Y	N	N	Y	Y	Y	49.7	54.1	51.9	99
1	81	0	10.4	0	0	6.9	.8	3.9	22.9	60.1	50.3	6432	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	100	100	80	95.2	0	0	0	1	1	69	Y	Y	N	 	N	 	 	N	N	Y	Y	Y	N	N	 	N	Y	52.1	57.5	54.8	98
9	65	0	0	0	0	2.2	.4	1.3	21.6	69.5	53.7	9074	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	87.5	25	20	47.6	0	0	0	0	1	59	Y	Y	N	N	 	 	 	 	 	N	N	N	N	Y	 	N	Y	56.8	54.1	55.5	85
4	49	0	0	0	0	.9	.4	.7	41.9	58.4	57	7506	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	87.5	100	60	85.7	0	0	0	1	1	14	Y	Y	N	N	N	N	 	N	N	N	N	 	 	 	 	 	Y	44	48.5	46.3	98
5	51	0	16.3	0	0	12.1	0	12.1	30.7	65.7	54.8	6229	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	100	100	80	95.2	0	0	0	1	1	94	Y	Y	N	N	N	N	N	N	N	Y	Y	N	Y	N	N	N	Y	47.2	54	50.6	96
1	58	0	0	0	0	2.6	.3	1.5	9.7	70.6	51.3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	62.5	37.5	20	42.9	0	0	0	0	2	18	Y	Y	N	 	Y	Y	 	 	 	Y	Y	 	 	 	 	 	Y	75.6	77.8	76.7	91
5	57	0	0	0	0	4.5	0	4.5	29.1	80.5	65	6217	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	87.5	50	80	71.4	0	0	0	1	2	90	Y	Y	N	N	N	 	 	N	N	Y	Y	 	 	 	N	N	Y	73.9	76.1	75	98
1	79	0	0	0	0	2.7	0	2.7	12.8	71.4	51.4	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	87.5	100	80	90.5	0	0	1	0	2	56	Y	Y	N	N	Y	Y	 	 	Y	Y	Y	Y	N	N	 	 	Y	72.7	65.3	69	98
9	71	0	0	0	0	1.7	.1	.9	9.4	82.4	63	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	100	87.5	80	90.5	0	0	0	0	2	62	Y	Y	N	N	N	N	 	N	N	N	N	N	Y	N	 	N	Y	74.8	76.1	75.4	91
5	70	0	15.1	0	0	5.1	1.2	3.2	17.6	54.7	46.9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100	75	80	85.7	0	0	0	1	1	14	Y	Y	N	N	Y	Y	 	 	Y	N	N	N	N	Y	N	N	Y	38.5	32.5	35.5	99
5	73	0	0	0	0	1.7	.6	1.2	19.7	75.5	62.6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100	75	60	81	0	0	0	0	2	88	Y	Y	N	N	N	N	 	 	Y	N	N	N	N	Y	 	N	Y	63.7	64.9	64.3	96
5	59	0	0	0	0	5.6	.3	3	26.9	76.2	58.1	5420	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	75	0	40	38.1	0	0	0	0	1	70	Y	Y	N	N	N	N	N	N	N	N	N	N	N	Y	 	 	Y	76.9	76.9	76.9	75
1	67	0	0	0	0	0	0	0	12.2	66.2	51.8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	100	50	60	71.4	0	0	0	0	1	58	Y	Y	N	N	N	 	 	N	N	N	N	 	 	 	 	 	Y	67.1	61.1	64.1	88
9	69	0	0	0	0	3.6	.6	2.1	11.3	63.7	56.7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	100	87.5	80	90.5	0	0	0	1	1	43	Y	Y	N	N	N	N	 	 	 	N	N	 	 	 	 	N	Y	64.5	63.2	63.8	99
1	71	0	0	0	0	2.9	16.7	9.8	12.8	71.4	51.4	9723	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	100	87.5	80	90.5	0	0	0	1	1	92	Y	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	Y	47.4	54.1	50.8	97
9	52	0	0	0	0	3.3	1.2	2.3	13.8	69.4	52	7711	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	87.5	25	0	42.9	0	0	0	0	1	90	Y	Y	 	 	 	 	 	 	 	 	 	N	Y	N	 	N	Y	66.2	54.1	60.1	90
1	50	0	0	0	0	2.6	.6	1.6	13.7	71.6	51.9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	100	87.5	40	81	0	0	0	0	1	11	Y	Y	N	N	N	N	 	N	N	N	Y	N	Y	N	N	N	Y	65.6	65.3	65.5	95
9	67	0	0	0	0	0	0	0	19.3	72.3	64.1	2576	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	80	60	50	66.7	0	0	0	0	1	8	Y	Y	N	 	N	 	 	N	N	N	N	N	N	Y	 	 	Y	65.6	70.5	68.1	87
9	60	0	0	0	0	5.6	1.1	3.4	22.9	72.2	54.5	7374	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	100	50	80	76.2	0	0	1	0	2	36	Y	Y	N	 	N	 	 	Y	N	N	N	 	 	 	 	Y	Y	64.6	64.9	64.8	98
4	66	0	0	0	0	4.7	0	4.7	30.7	65.7	54.8	7344	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	87.5	87.5	80	85.7	0	0	0	1	2	36	Y	Y	N	N	N	 	 	 	Y	Y	Y	Y	N	N	 	Y	Y	61.9	63.2	62.5	96
5	66	0	12.5	0	0	5.2	0	5.2	29	68.5	55.3	8876	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	100	100	80	95.2	0	0	0	1	1	43	Y	Y	N	N	N	 	 	 	Y	N	N	 	 	 	 	N	Y	75	63.2	69.1	96
9	67	0	0	0	0	40.4	.2	20.3	0	90.6	67.3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	100	87.5	80	90.5	0	0	0	1	2	60	Y	Y	N	N	N	N	 	N	N	N	Y	Y	N	N	N	N	Y	84.6	87.3	85.9	99
1	76	0	11	0	0	0	0	0	29.6	70.7	55.5	5498	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	100	87.5	80	90.5	0	0	1	0	2	59	Y	Y	N	N	 	 	 	 	 	 	 	Y	N	N	 	 	Y	66.7	68	67.3	95
2	32	0	0	0	0	1.6	0	1.6	16.8	71.7	31	3086	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	100	50	66.7	73.3	0	0	0	0	2	24	Y	Y	Y	Y	Y	Y	 	Y	N	N	N	 	 	 	 	 	Y	80.4	82.9	81.6	65
9	78	0	0	0	0	0	0	0	14	83.1	55.4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	100	100	80	95.2	0	0	1	0	1	61	Y	Y	Y	Y	Y	Y	 	Y	N	Y	Y	N	Y	N	Y	Y	Y	89.6	74.9	82.2	99
1	36	0	0	0	0	1.8	0	1.8	13.8	61.4	46.9	5507	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	75	62.5	80	71.4	0	0	1	0	2	35	Y	Y	N	N	N	 	 	 	Y	N	N	Y	N	N	 	Y	Y	58	54.9	56.5	97
5	61	0	0	0	0	0	0	0	28.7	77.9	58.7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	87.5	100	60	85.7	0	0	1	0	1	91	Y	Y	Y	Y	Y	Y	Y	Y	N	N	N	 	 	 	Y	Y	Y	78.9	67.8	73.3	98
5	58	0	0	0	0	4.7	0	4.7	26.9	76.2	58.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	87.5	62.5	80	76.2	0	0	0	0	1	54	Y	Y	N	 	N	 	 	 	Y	N	N	N	N	Y	 	 	Y	75.8	69.5	72.7	93
9	58	0	0	0	0	8.8	.7	4.8	21.6	61.9	53.1	7586	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	12.5	0	0	4.8	0	0	0	0	1	67	Y	Y	Y	Y	Y	Y	Y	Y	N	Y	Y	 	 	 	 	 	Y	85.9	77.1	81.5	64
5	65	0	0	0	0	1.1	0	1.1	5	87.4	71	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	50	37.5	80	52.4	0	0	0	0	2	89	Y	Y	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	86.4	87.6	87	93
2	35	0	0	0	0	4.2	0	4.2	15.7	50	46.8	5141	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	50	25	40	38.1	0	0	1	0	1	30	Y	Y	Y	Y	Y	Y	 	Y	N	N	N	 	 	 	 	Y	Y	62.5	69.1	65.8	97
9	52	0	0	0	0	4.2	.5	2.4	14.9	68.1	51.9	6434	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	100	100	80	95.2	0	0	0	1	1	100	Y	Y	N	N	N	N	 	 	Y	N	Y	N	Y	N	 	N	Y	53.5	63.2	58.3	98
