VANID	AGE	PCT_C	PCT_P	PCT_J	PCT_M	FN_HISP	LN_HISP	FL_HISP	BG_SEG	PCT_SD2	PCT_LD2	REG_DAYS	CD1	CD2	CD3	CD4	CD5	CD6	CD7	CD8	CD9	CD10	VF1	VF2	VF3	VF4	VF5	VF6	VF7	VF8	VF9	VF10	VF11	VF12	VF13	VF14	VF15	VF16	VF17	VF18	VF19	VF20	VF21	VF22	VF23	VF24	VF25	VF26	VF27	VF28	VF29	VF30	VF31	VF32	VF33	VF34	VF35	VF36	VF37	VF38	VF39	VF40	VF41	VF42	VF43	VF44	VF45	VF46	VF47	VF48	VF49	VF50	GPELIG	PPELIG	MPELIG	EPELIG	C04	C06	PP08D	PP08R	set_no	set_no2	dv	pv	gd_Aw	gd_2w	sd_Aw	sd_2w	pad	pmd	pff	rbe	rbw	hrbe	hrbm	hrbl	lpsd2	lpld2	v08	sd2_sc1	sd2_Sc2	sd2_sc3	v08_Score
1	76	0	0	0	0	8.6	0	8.6	0	35.3	42.9	8844	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100	25	80	66.7	0	0	1	0	2	11	N	Y	N	 	N	N	 	N	N	Y	Y	 	 	 	 	Y	Y	17.6	32.5	25.1	98
1	45	0	14	0	0	0	0	0	0	88.7	74.2	4640	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	100	62.5	60	76.2	0	0	0	1	1	95	N	Y	Y	Y	 	 	 	 	 	 	 	 	 	 	 	N	Y	83.5	90.9	87.2	98
3	87	0	0	0	0	0	0	0	34.1	71.9	60	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	50	37.5	20	38.1	0	0	0	1	2	35	N	Y	N	N	N	 	 	 	Y	 	 	N	N	Y	 	N	Y	81.2	86.5	83.9	98
1	70	0	0	0	0	3	.2	1.6	13.4	60	56.1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	100	62.5	80	81	0	0	0	1	2	62	N	N	 	 	 	 	 	 	 	 	 	Y	N	N	 	N	Y	46.9	57.5	52.2	99
3	48	0	0	0	0	0	0	0	9	57.3	47.2	2956	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	83.3	40	0	50	0	0	0	0	2	81	N	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	56.1	71.7	63.9	79
1	77	0	12.2	0	0	3.4	0	3.4	17	52	43.8	7223	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	75	87.5	80	81	0	0	1	0	1	22	N	Y	N	 	N	 	 	 	Y	Y	Y	 	 	 	 	Y	Y	45.5	42.8	44.1	96
1	37	0	0	0	0	5.2	0	5.2	11.4	85.7	62	5575	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	100	50	80	76.2	0	0	0	0	2	55	N	Y	 	 	 	 	 	 	 	 	 	N	N	Y	 	 	Y	82.7	85.9	84.3	83
1	51	0	0	0	0	3.3	0	3.3	38.3	60	58.2	4100	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	42.9	14.3	0	22.2	0	0	1	0	1	48	N	Y	Y	Y	Y	Y	Y	Y	N	N	N	 	 	 	Y	Y	Y	78.9	77.1	78	97
1	50	0	0	0	0	4.7	.4	2.6	17	52	43.8	7602	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	75	62.5	80	71.4	0	0	0	0	1	34	N	N	 	 	 	 	 	 	 	 	 	Y	N	N	 	N	Y	47.8	42.8	45.3	82
1	65	56.4	12.6	0	0	0	0	0	14.8	59.6	40.5	6950	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	25	0	0	9.5	0	0	0	0	2	37	N	Y	N	N	Y	Y	 	 	Y	N	N	 	 	 	 	 	Y	81.3	77.1	79.2	81
1	69	0	14.2	0	0	1.7	.9	1.3	13	76.2	47.7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	100	75	80	85.7	0	0	1	0	2	87	N	Y	Y	Y	Y	Y	 	Y	N	N	N	 	 	 	Y	Y	Y	69.7	65.6	67.6	99
1	54	0	0	0	0	0	0	0	16.9	63.5	51	6740	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	100	87.5	80	90.5	0	0	1	0	1	30	N	N	 	 	 	 	 	 	 	 	 	N	Y	N	 	Y	Y	52.1	56.1	54.1	98
1	54	0	0	0	0	1.2	.2	.7	17.3	77.8	58	6952	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	87.5	12.5	40	47.6	0	0	0	0	2	67	N	Y	 	 	 	 	 	 	 	N	Y	N	N	Y	 	 	Y	78.3	77.8	78.1	78
1	80	0	15.1	0	0	1.5	2.9	2.2	7	5.6	26.2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	87.5	37.5	40	57.1	0	0	1	0	2	98	N	Y	N	 	Y	Y	 	Y	N	N	N	 	 	 	 	Y	Y	8	37.8	22.9	99
1	43	0	13.5	0	0	2.5	0	2.5	19	91.5	65.5	4632	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	75	37.5	0	42.9	0	0	0	1	2	4	N	Y	N	N	N	N	 	N	N	N	Y	Y	N	N	 	N	Y	89.1	95.2	92.1	98
1	85	0	0	0	0	3.1	.3	1.7	17.6	81.8	63.9	9597	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	87.5	87.5	80	85.7	0	0	0	0	1	100	N	N	 	 	 	 	 	 	 	 	 	N	N	Y	 	 	Y	68.2	78.9	73.6	94
1	79	0	0	0	0	15.6	0	15.6	22.5	81	68.8	7023	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	87.5	37.5	40	57.1	0	0	0	0	1	61	N	Y	N	N	N	N	N	N	N	Y	Y	Y	N	N	 	 	Y	77.6	86.6	82.1	91
1	55	0	0	0	0	4.2	.5	2.4	12.4	41	35.8	4816	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	87.5	62.5	60	71.4	0	0	0	1	1	73	N	Y	N	N	N	N	 	N	N	N	N	 	 	 	 	Y	Y	33.3	37.8	35.5	97
1	66	0	0	0	0	1.8	0	1.8	24.5	66.2	60	7001	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12.5	0	4.8	0	0	0	0	1	10	N	Y	N	 	N	 	 	 	Y	N	N	 	 	 	 	 	N	83.4	74.6	79	77
1	64	0	0	0	0	0	.1	.1	0	57.1	42.4	3199	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	83.3	33.3	0	46.7	0	0	0	0	1	75	N	Y	Y	Y	Y	Y	 	Y	N	N	Y	Y	N	N	 	Y	Y	67.1	71.7	69.4	88
1	44	0	10.3	0	0	1.7	1.3	1.5	16.7	63	47.7	4414	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	37.5	0	0	15	0	0	0	0	2	32	N	Y	N	N	N	 	 	 	Y	N	N	 	 	 	 	 	Y	75.6	77.1	76.4	83
1	50	0	0	0	0	4.8	0	4.8	12.5	68.8	43.2	7057	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	50	12.5	0	23.8	0	0	0	0	2	20	N	Y	N	N	N	N	 	N	N	N	N	 	 	 	 	 	Y	75.9	82.3	79.1	83
1	82	0	0	0	0	1.3	.4	.9	7.8	79.2	67.5	5034	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	62.5	50	40	52.4	0	0	1	0	2	4	N	Y	Y	Y	N	 	 	 	 	N	N	 	 	 	Y	Y	Y	84.5	77.8	81.1	99
1	79	0	0	0	0	5.8	.5	3.2	8.1	64	42.4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	100	62.5	80	81	0	0	0	0	1	26	N	N	Y	Y	Y	Y	Y	Y	N	Y	Y	Y	N	N	Y	Y	Y	54.9	54	54.5	96
1	60	0	0	0	0	3	.4	1.7	23.1	24	27.9	2473	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	40	0	0	16.7	0	0	1	0	2	14	N	Y	N	 	Y	Y	 	 	 	N	N	 	 	 	 	Y	Y	24.5	69.1	46.8	98
1	58	0	0	0	0	2.5	.8	1.7	20.8	64.5	55.7	3216	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	100	33.3	66.7	66.7	0	0	0	0	1	79	N	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	60.6	66.3	63.5	87
1	86	0	0	0	0	2.9	.4	1.7	6.6	55.6	40.4	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	100	87.5	80	90.5	0	0	1	0	2	70	N	Y	N	 	N	N	 	 	Y	N	N	 	 	 	 	Y	Y	50.6	57.5	54.1	99
1	55	0	0	0	0	3.6	.5	2.1	10.4	72.4	63.8	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	37.5	0	0	14.3	0	0	0	0	1	46	N	Y	N	N	N	N	 	 	Y	N	Y	 	 	 	 	 	Y	86.8	82.3	84.6	87
1	65	0	0	0	0	7.6	.5	4.1	29.4	85.2	56.5	4754	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	100	75	80	85.7	0	0	0	0	1	14	N	Y	N	 	N	 	 	 	Y	N	Y	Y	N	N	 	Y	Y	68.6	84.9	76.8	88
1	51	0	0	0	0	7.9	0	7.9	14.1	56	50.9	5318	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	62.5	25	20	38.1	0	0	1	0	1	64	N	Y	Y	Y	Y	Y	 	Y	N	N	N	 	 	 	 	Y	Y	69.9	63.3	66.6	93
1	43	0	0	0	0	.6	0	.6	20.7	62.1	50.7	4688	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100	37.5	40	61.9	0	0	1	0	1	79	N	Y	Y	Y	Y	Y	 	Y	N	N	Y	 	 	 	 	Y	Y	55.2	51.7	53.4	97
1	69	0	0	0	0	.6	.2	.4	7.2	66.7	52	4381	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14.3	14.3	20	15.8	0	0	0	0	1	93	N	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 	N	81.4	68.9	75.1	74
1	87	0	0	0	0	2.4	0	2.4	25.7	75.7	61.8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	100	100	80	95.2	0	0	0	0	2	73	N	Y	N	 	N	 	 	N	N	N	Y	 	 	 	 	N	Y	72.8	66.4	69.6	95
1	49	0	0	0	0	9.3	0	9.3	7.8	88.2	79.1	9004	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	75	37.5	80	61.9	0	0	0	0	1	50	N	Y	Y	Y	Y	Y	 	Y	N	N	N	 	 	 	 	Y	Y	88.8	81.5	85.1	78
1	74	0	0	0	0	2	0	2	6.3	56.5	48.1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100	100	80	95.2	0	0	0	1	2	82	N	Y	N	 	N	 	 	Y	N	Y	Y	 	 	 	 	N	Y	37.4	45.2	41.3	99
1	34	0	0	0	0	1.6	.4	1	14.4	70.3	61.1	2610	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	40	0	0	16.7	0	0	0	0	1	59	N	Y	Y	Y	Y	Y	Y	Y	N	N	N	 	 	 	Y	Y	Y	95.3	86.5	90.9	94
1	57	0	0	0	0	2.2	0	2.2	0	62.8	47	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	75	50	60	61.9	0	0	0	0	2	88	N	N	 	 	 	 	 	 	 	 	 	 	 	 	 	N	N	75.1	71.7	73.4	89
1	85	0	0	0	0	2.3	1.1	1.7	8	64.9	51.3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	100	75	80	85.7	0	0	0	1	2	88	N	Y	Y	Y	Y	Y	 	 	Y	 	 	 	 	 	 	N	Y	52.9	56.1	54.5	100
1	69	0	0	0	0	0	0	0	26.6	63.4	61.8	2977	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	33.3	0	0	14.3	0	0	0	0	2	91	N	N	 	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	68.8	86.6	77.7	84
1	51	0	0	0	0	0	1.3	1.3	0	52.1	47.8	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	87.5	75	60	76.2	0	0	0	1	1	53	N	Y	 	 	 	 	 	 	 	Y	Y	N	N	Y	 	N	Y	49.4	46.4	47.9	99
1	80	0	13.6	0	0	3.4	.4	1.9	8	48.4	40	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	100	62.5	80	81	0	0	0	0	2	30	N	N	 	 	 	 	 	 	 	 	 	 	 	 	 	N	Y	40.9	38.7	39.8	94
1	79	0	13	0	0	3.9	0	3.9	28.7	79	67.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	100	75	80	85.7	0	0	0	1	2	20	N	Y	N	N	N	N	 	 	Y	N	Y	N	Y	N	N	N	Y	79	77.4	78.2	98
1	72	0	0	0	0	2.5	.4	1.5	50.5	80.2	67.5	2968	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	83.3	20	0	42.9	0	0	0	0	2	81	N	Y	Y	Y	Y	Y	 	Y	N	N	N	 	 	 	 	 	Y	80.7	85.6	83.1	76
1	60	0	0	0	0	1.7	0	1.7	11.4	51	45	4427	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	87.5	14.3	0	40	0	0	0	0	1	99	N	Y	N	N	N	 	 	 	Y	N	Y	Y	N	N	 	 	Y	44.9	46.4	45.6	91
1	83	0	15.7	0	0	20.6	0	20.6	21.8	69.8	55.5	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	87.5	50	60	66.7	0	0	0	0	2	90	N	Y	N	 	Y	Y	 	 	Y	N	Y	Y	N	N	 	N	Y	77.5	65.3	71.4	93
3	54	0	11	0	0	2.8	.9	1.9	34.7	84	70.4	3014	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	33.3	0	0	13.3	0	0	0	0	1	70	N	N	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	Y	93.4	91.4	92.4	84
1	51	0	0	0	0	4	0	4	16.5	70.2	58.7	3869	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	28.6	42.9	25	33.3	0	0	0	0	1	87	N	Y	N	 	N	 	 	 	 	N	Y	 	 	 	 	 	N	94	86.5	90.3	77
1	33	0	15.6	0	0	3	0	3	0	75.4	63.8	3365	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	83.3	66.7	33.3	66.7	0	0	0	1	2	94	N	Y	N	N	N	N	 	 	Y	N	Y	 	 	 	 	N	Y	75.2	73.6	74.4	98
1	73	0	0	0	0	2.3	0	2.3	16.4	75.8	71.9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	100	87.5	80	90.5	0	0	1	0	1	44	N	Y	Y	Y	Y	Y	 	 	 	 	 	N	N	Y	Y	Y	Y	67.7	65.6	66.6	100
1	38	0	0	0	0	1.7	0	1.7	30.2	85.2	68.1	3680	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	42.9	0	0	17.6	0	0	0	0	1	4	N	Y	N	N	N	N	 	N	N	N	Y	 	 	 	 	 	Y	90.5	94.3	92.4	75
1	76	0	0	0	0	2.1	.3	1.2	33.6	72.6	57.9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	100	75	80	85.7	0	0	1	0	2	11	N	N	 	 	 	 	 	 	 	 	 	Y	N	N	Y	Y	Y	58.6	57.8	58.2	99
1	52	0	0	0	0	0	0	0	12	68.4	59.9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	75	75	40	66.7	0	0	0	0	2	26	N	N	 	 	 	 	 	 	 	 	 	N	Y	N	 	Y	Y	89.1	74.9	82	94
1	70	0	13	0	0	4.9	0	4.9	10.6	49.2	51.3	8895	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	87.5	12.5	0	38.1	0	0	1	0	2	39	N	N	 	 	 	 	 	 	 	 	 	 	 	 	 	Y	Y	54.5	46.4	50.5	96
1	55	0	0	0	0	3.7	.7	2.2	20.2	46.8	43.4	4829	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	100	100	80	95.2	0	0	0	1	1	72	N	Y	N	N	 	 	 	 	 	 	 	Y	N	N	N	N	Y	28.8	43	35.9	99
1	54	0	0	0	0	1.7	0	1.7	16.8	82.5	75.2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	75	62.5	60	66.7	0	0	0	0	2	62	N	Y	N	 	N	 	 	 	Y	N	N	N	N	Y	 	Y	Y	77.3	82.2	79.7	93
1	76	0	0	0	0	3.1	.4	1.8	7.2	61.5	54.3	6991	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	25	0	0	9.5	0	0	0	0	2	85	N	Y	N	N	N	 	 	 	Y	N	N	 	 	 	 	Y	N	74.1	77.1	75.6	95
1	86	0	0	0	0	3.2	1.1	2.2	16.4	78.5	71.9	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	87.5	37.5	60	61.9	0	0	0	0	1	44	N	Y	N	N	N	N	N	N	N	N	Y	N	N	Y	 	N	Y	70.2	72	71.1	98
1	49	0	0	0	0	1.7	0	1.7	35.3	63.4	62.4	3907	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	85.7	14.3	25	44.4	0	0	0	0	1	89	N	Y	Y	Y	Y	Y	 	Y	N	Y	Y	Y	N	N	 	 	Y	87	74.9	81	84
